Query,Query url,Query description,Result,Result url,Result description,User evaluation
datasalt/pangool,https://github.com/castagna/jena-grande,Tuple MapReduce for Hadoop: Hadoop API made easy,castagna/jena-grande,https://github.com/datasalt/pangool, ,3
datasalt/pangool,https://github.com/msokolov/lux,Tuple MapReduce for Hadoop: Hadoop API made easy,msokolov/lux,https://github.com/datasalt/pangool,XML search engine,2
datasalt/pangool,https://github.com/Knewton/KassandraMRHelper,Tuple MapReduce for Hadoop: Hadoop API made easy,Knewton/KassandraMRHelper,https://github.com/datasalt/pangool,Library for processing Cassandra SSTables with Hadoop MapReduce.,2
datasalt/pangool,https://github.com/pranab/visitante,Tuple MapReduce for Hadoop: Hadoop API made easy,pranab/visitante,https://github.com/datasalt/pangool,Set of Hadoop and Storm based tools for web analytic,2

elastic/elasticsearch-metrics-reporter-java,https://github.com/bluebreezecf/SparkJobServerClient,Metrics reporter; which reports to elasticsearch,bluebreezecf/SparkJobServerClient,https://github.com/elastic/elasticsearch-metrics-reporter-java,Java Client of the Spark Job Server implementing the arranged Rest APIs,1
elastic/elasticsearch-metrics-reporter-java,https://github.com/mraible/boot-makeover,Metrics reporter; which reports to elasticsearch,mraible/boot-makeover,https://github.com/elastic/elasticsearch-metrics-reporter-java,A Webapp Makeover with Spring 4 and Spring Boot,1
elastic/elasticsearch-metrics-reporter-java,https://github.com/opendatasoft/elasticsearch-plugin-geoshape,Metrics reporter; which reports to elasticsearch,opendatasoft/elasticsearch-plugin-geoshape,https://github.com/elastic/elasticsearch-metrics-reporter-java, ,3
elastic/elasticsearch-metrics-reporter-java,https://github.com/javanna/elasticsearch-river-solr,Metrics reporter; which reports to elasticsearch,javanna/elasticsearch-river-solr,https://github.com/elastic/elasticsearch-metrics-reporter-java,Solr River plugin for elasticsearch,3
elastic/elasticsearch-metrics-reporter-java,https://github.com/jprante/elasticsearch-plugin-rdf-jena,Metrics reporter; which reports to elasticsearch,jprante/elasticsearch-plugin-rdf-jena,https://github.com/elastic/elasticsearch-metrics-reporter-java,Using Apache Jena API to store and retrieve RDF triples in Elasticsearch,4

elastic/elasticsearch-support-diagnostics,https://github.com/crazyacking/zeekEye,Support diagnostics utility for elasticsearch and logstash,crazyacking/zeekEye,https://github.com/elastic/elasticsearch-support-diagnostics,:octocat:A Fast and Powerful Scraping and Web Crawling Framework.,2
elastic/elasticsearch-support-diagnostics,https://github.com/brucezee/jspider,Support diagnostics utility for elasticsearch and logstash,brucezee/jspider,https://github.com/elastic/elasticsearch-support-diagnostics,A simple; scalable; and highly efficient web crawler framework for Java.,2
elastic/elasticsearch-support-diagnostics,https://github.com/pitchpoint-solutions/sfs,Support diagnostics utility for elasticsearch and logstash,pitchpoint-solutions/sfs,https://github.com/elastic/elasticsearch-support-diagnostics,The distributed object storage server used by PitchPoint Solutions to securely store billions of large and small files using minimal resources. Object data is stored in replicated volumes implemented like Facebooks Haystack Object Store. Object metadata which essentially maps an object name to a volume position is stored in an elasticsearch index.,3
elastic/elasticsearch-support-diagnostics,https://github.com/noveogroup-amorgunov/spring-mvc-react,Support diagnostics utility for elasticsearch and logstash,noveogroup-amorgunov/spring-mvc-react,https://github.com/elastic/elasticsearch-support-diagnostics,Example of using spring 4 (rest full api with hibernate) + react.js (client),3
elastic/elasticsearch-support-diagnostics,https://github.com/OpenTSDB/opentsdb-elasticsearch,Support diagnostics utility for elasticsearch and logstash,OpenTSDB/opentsdb-elasticsearch,https://github.com/elastic/elasticsearch-support-diagnostics,Search plugin for OpenTSDB,3

GoogleCloudPlatform/bigdata-interop,https://github.com/pyvandenbussche/sparqles,Libraries and tools for interoperability between Hadoop-related open-source software and Google Cloud Platform.,pyvandenbussche/sparqles,https://github.com/GoogleCloudPlatform/bigdata-interop,SPARQL Endpoint Status,1
GoogleCloudPlatform/bigdata-interop,https://github.com/classtag/learn_crawler,Libraries and tools for interoperability between Hadoop-related open-source software and Google Cloud Platform.,classtag/learn_crawler,https://github.com/GoogleCloudPlatform/bigdata-interop,读书笔记《自己动手写网络爬虫》，自己敲的代码。主要记录了网络爬虫的基本实现，网页去重的算法，网页指纹算法，文本信息挖掘,1
GoogleCloudPlatform/bigdata-interop,https://github.com/Azure/azure-documentdb-hadoop,Libraries and tools for interoperability between Hadoop-related open-source software and Google Cloud Platform.,Azure/azure-documentdb-hadoop,https://github.com/GoogleCloudPlatform/bigdata-interop, ,3
GoogleCloudPlatform/bigdata-interop,https://github.com/alexholmes/hadoop-utils,Libraries and tools for interoperability between Hadoop-related open-source software and Google Cloud Platform.,alexholmes/hadoop-utils,https://github.com/GoogleCloudPlatform/bigdata-interop,A set of Hadoop utilities to make working with Hadoop a little easier.,3
GoogleCloudPlatform/bigdata-interop,https://github.com/emsixteeen/IterativeReduce,Libraries and tools for interoperability between Hadoop-related open-source software and Google Cloud Platform.,emsixteeen/IterativeReduce,https://github.com/GoogleCloudPlatform/bigdata-interop,Iterative Reduce,2

huangchen007/elasticsearch-rest-command,https://github.com/apache/incubator-blur,Restful pipeline command support plugin for Elasticsearch,apache/incubator-blur,https://github.com/huangchen007/elasticsearch-rest-command,Mirror of Apache Blur,1
huangchen007/elasticsearch-rest-command,https://github.com/msathis/SQLToNoSQLImporter,Restful pipeline command support plugin for Elasticsearch,msathis/SQLToNoSQLImporter,https://github.com/huangchen007/elasticsearch-rest-command,Solr like data import handler to migrate data from sql systems to nosql,2
huangchen007/elasticsearch-rest-command,https://github.com/jprante/elasticsearch-oai,Restful pipeline command support plugin for Elasticsearch,jprante/elasticsearch-oai,https://github.com/huangchen007/elasticsearch-rest-command,OAI client for Elasticsearch,3
huangchen007/elasticsearch-rest-command,https://github.com/searchisko/elasticsearch-river-jira,Restful pipeline command support plugin for Elasticsearch,searchisko/elasticsearch-river-jira,https://github.com/huangchen007/elasticsearch-rest-command,JIRA River Plugin for Elasticsearch,2
huangchen007/elasticsearch-rest-command,https://github.com/karussell/ElasticSearchExample,Restful pipeline command support plugin for Elasticsearch,karussell/ElasticSearchExample,https://github.com/huangchen007/elasticsearch-rest-command,[not maintained] Example using ElasticSearch and a UI,4

javanna/elasticsearch-river-solr,https://github.com/eBay/cassandra-river,Solr River plugin for elasticsearch,eBay/cassandra-river,https://github.com/javanna/elasticsearch-river-solr,Cassandra river for Elastic search.,3
javanna/elasticsearch-river-solr,https://github.com/opendatasoft/elasticsearch-plugin-geoshape,Solr River plugin for elasticsearch,opendatasoft/elasticsearch-plugin-geoshape,https://github.com/javanna/elasticsearch-river-solr, ,2
javanna/elasticsearch-river-solr,https://github.com/jprante/elasticsearch-client,Solr River plugin for elasticsearch,jprante/elasticsearch-client,https://github.com/javanna/elasticsearch-river-solr,ElasticSearch Client Project,2
javanna/elasticsearch-river-solr,https://github.com/msokolov/lux,Solr River plugin for elasticsearch,msokolov/lux,https://github.com/javanna/elasticsearch-river-solr,XML search engine,3
javanna/elasticsearch-river-solr,https://github.com/jprante/elasticsearch-plugin-rdf-jena,Solr River plugin for elasticsearch,jprante/elasticsearch-plugin-rdf-jena,https://github.com/javanna/elasticsearch-river-solr,Using Apache Jena API to store and retrieve RDF triples in Elasticsearch,2

javanna/elasticshell,https://github.com/msgpack/msgpack-hadoop,A javascript shell for elasticsearch,msgpack/msgpack-hadoop,https://github.com/javanna/elasticshell,MessagePack-Hadoop integration provides an efficient schema-free data representation for Hadoop and Hive.,1
javanna/elasticshell,https://github.com/jprante/elasticsearch-oai,A javascript shell for elasticsearch,jprante/elasticsearch-oai,https://github.com/javanna/elasticshell,OAI client for Elasticsearch,3
javanna/elasticshell,https://github.com/pitchpoint-solutions/sfs,A javascript shell for elasticsearch,pitchpoint-solutions/sfs,https://github.com/javanna/elasticshell,The distributed object storage server used by PitchPoint Solutions to securely store billions of large and small files using minimal resources. Object data is stored in replicated volumes implemented like Facebooks Haystack Object Store. Object metadata which essentially maps an object name to a volume position is stored in an elasticsearch index.,2
javanna/elasticshell,https://github.com/searchisko/elasticsearch-river-jira,A javascript shell for elasticsearch,searchisko/elasticsearch-river-jira,https://github.com/javanna/elasticshell,JIRA River Plugin for Elasticsearch,3
javanna/elasticshell,https://github.com/javanna/elasticsearch-river-solr,A javascript shell for elasticsearch,javanna/elasticsearch-river-solr,https://github.com/javanna/elasticshell,Solr River plugin for elasticsearch,3

jt6211/hadoop-dns-mining,https://github.com/endgameinc/elasticsearch-river-kafka, ,endgameinc/elasticsearch-river-kafka,https://github.com/jt6211/hadoop-dns-mining,Kafka River Plugin for ElasticSearch,2
jt6211/hadoop-dns-mining,https://github.com/miniway/kafka-hadoop-consumer, ,miniway/kafka-hadoop-consumer,https://github.com/jt6211/hadoop-dns-mining,Another kafka-hadoop-consumer,2
jt6211/hadoop-dns-mining,https://github.com/pranab/beymani, ,pranab/beymani,https://github.com/jt6211/hadoop-dns-mining,Hadoop and Storm based outlier analysis implementations for cyber security and fraud detection,3
jt6211/hadoop-dns-mining,https://github.com/searchisko/elasticsearch-river-jira, ,searchisko/elasticsearch-river-jira,https://github.com/jt6211/hadoop-dns-mining,JIRA River Plugin for Elasticsearch,2
jt6211/hadoop-dns-mining,https://github.com/alexholmes/hadoop-utils, ,alexholmes/hadoop-utils,https://github.com/jt6211/hadoop-dns-mining,A set of Hadoop utilities to make working with Hadoop a little easier.,3

KEN-LJQ/WMS,https://github.com/noveogroup-amorgunov/spring-mvc-react,一个基于Spring MVC、Spring、MyBatis、Shiro框架的仓库管理系统Demo。A warehouse management system implement with Spring MVC; Spring Framework;MyBstis;Shiro and MySQL   http://139.199.179.164:8080/WMS,noveogroup-amorgunov/spring-mvc-react,https://github.com/KEN-LJQ/WMS,Example of using spring 4 (rest full api with hibernate) + react.js (client),3
KEN-LJQ/WMS,https://github.com/snakerflow/snaker-web,一个基于Spring MVC、Spring、MyBatis、Shiro框架的仓库管理系统Demo。A warehouse management system implement with Spring MVC; Spring Framework;MyBstis;Shiro and MySQL   http://139.199.179.164:8080/WMS,snakerflow/snaker-web,https://github.com/KEN-LJQ/WMS,snakerflow web application.,3
KEN-LJQ/WMS,https://github.com/brucezee/jspider,一个基于Spring MVC、Spring、MyBatis、Shiro框架的仓库管理系统Demo。A warehouse management system implement with Spring MVC; Spring Framework;MyBstis;Shiro and MySQL   http://139.199.179.164:8080/WMS,brucezee/jspider,https://github.com/KEN-LJQ/WMS,A simple; scalable; and highly efficient web crawler framework for Java.,3
KEN-LJQ/WMS,https://github.com/white-cat/jeeweb-mybatis,一个基于Spring MVC、Spring、MyBatis、Shiro框架的仓库管理系统Demo。A warehouse management system implement with Spring MVC; Spring Framework;MyBstis;Shiro and MySQL   http://139.199.179.164:8080/WMS,white-cat/jeeweb-mybatis,https://github.com/KEN-LJQ/WMS,JEEWEB Mybatis版本是一款基于SpringMVC+Spring+Mybatis+Mybatis Plus的JAVA WEB敏捷开发系统；它是一款具有代码生成功能的智能快速开发平台；是以Spring Framework为核心容器，Spring MVC为模型视图控制器，Mybatis为数据访问层， Apache Shiro为权限授权层，Ehcahe对常用数据进行缓存，Disruptor作为并发框架，Bootstrap作为前端框架的优秀开源系统。,3
KEN-LJQ/WMS,https://github.com/swapnildipankar/java_jersey_spring_hibernate_maven,一个基于Spring MVC、Spring、MyBatis、Shiro框架的仓库管理系统Demo。A warehouse management system implement with Spring MVC; Spring Framework;MyBstis;Shiro and MySQL   http://139.199.179.164:8080/WMS,swapnildipankar/java_jersey_spring_hibernate_maven,https://github.com/KEN-LJQ/WMS,Archetype starter project to create RESTful WS using Java; Jersey WS; Spring; Hibernate; Maven; Liquibase; MySQL and MongoDB. Code for integrating with Hibernate/MySQL and MongoDB/NoSQL.,4

klarna/HiveRunner,https://github.com/FINRAOS/JTAF-ExtWebDriver,An Open Source unit test framework for hadoop hive queries based on JUnit4,FINRAOS/JTAF-ExtWebDriver,https://github.com/klarna/HiveRunner,Extensions for WebDriver is an enhancement to the powerful WebDriver API; with robust features that keep your browser automation running smoothly. It includes a widget library; improved session management and extended functions over the existing WebDriver API.,1
klarna/HiveRunner,https://github.com/blackberry/KaBoom,An Open Source unit test framework for hadoop hive queries based on JUnit4,blackberry/KaBoom,https://github.com/klarna/HiveRunner,A High Performance Cluster Consumer for Kafka that creates Avro (boom) files in Hadoop in time based directory paths,2
klarna/HiveRunner,https://github.com/qubole/quark,An Open Source unit test framework for hadoop hive queries based on JUnit4,qubole/quark,https://github.com/klarna/HiveRunner,Quark is a data virtualization engine over analytic databases.,3
klarna/HiveRunner,https://github.com/sonalgoyal/hiho,An Open Source unit test framework for hadoop hive queries based on JUnit4,sonalgoyal/hiho,https://github.com/klarna/HiveRunner,Hadoop Data Integration with various databases; ftp servers; salesforce. Incremental update; dedup; append; merge your data on Hadoop.,3
klarna/HiveRunner,https://github.com/yc-huang/Hive-mongo,An Open Source unit test framework for hadoop hive queries based on JUnit4,yc-huang/Hive-mongo,https://github.com/klarna/HiveRunner,hive storage handler for connecting with MongoDB,3

Knewton/KassandraMRHelper,https://github.com/blackberry/KaBoom,Library for processing Cassandra SSTables with Hadoop MapReduce.,blackberry/KaBoom,https://github.com/Knewton/KassandraMRHelper,A High Performance Cluster Consumer for Kafka that creates Avro (boom) files in Hadoop in time based directory paths,1
Knewton/KassandraMRHelper,https://github.com/pranab/visitante,Library for processing Cassandra SSTables with Hadoop MapReduce.,pranab/visitante,https://github.com/Knewton/KassandraMRHelper,Set of Hadoop and Storm based tools for web analytic,2
